"CD_FOR","NM_RAZAO","NM_FANTASIA","TP_FOR","ST_SITUACAO","TP_FORNECIMENTO","NR_CGC_CPF","NM_USUINC","DT_USUINC","NR_INSC_EST","DT_ULT_COMPRA","VL_ULT_COMPRA","VL_ACUM_COMPRA","OB_FOR","NM_USUALT","DT_USUALT","DS_EMAIL_NFE","NR_INSC_MUNICIPAL","CD_TP_ATIVIDADE"
4614,MEJT SUPRIMENTOS DE INFORMATICA LTDA,CARTUCHARIA BAHIA,J,A,M,11627089000137,DAVID,2016-04-08 09:56:03,"85910359",2017-08-04 00:00:00,595,5380,,DAVID,2017-09-13 15:03:56,,,
4615,AUTOMOTION IND COM IMP EXP LT,AUTOMOTION,J,A,M,350593000116,DAVID,2016-04-14 12:35:11,"219014913111",,,,,,,nfe@automotion.com.br,,
4616,MEYORS DO BRASIL LTDA,MEYORS,J,A,M,5932899000102,DAVID,2016-05-03 14:47:39,"63325905",,,,,,,,,
4617,YURI TRAJANO DOS SANTOS,YURI,F,A,M,3781088596,MARIO,2016-05-10 08:56:52,ISENTO,,,,,,,,,
4618,PROSEVIG,PROSEVIG,J,A,M,4955192000140,CANTONIO,2016-05-12 11:08:14,ISENTO,,,,,,,,,
4619,DANIEL MACEDO COUVIGNOU,DANIEL,F,A,M,3397037506,DAVID,2016-05-20 13:13:30,ISENTO,,,,,,,,,
4620,ATACADAO DO PAPEL LTDA,PAPEL E CIA,J,A,M,7014198001183,DAVID,2016-05-26 09:09:25,"17528476",,,,,,,,,
4621,ESCUDO SEGURANÇA ELETRÔNICA LTDA.,ESCUDO SEGURANÇA ELETRÔNICA LTDA.,J,A,M,42138115000197,MARIO,2016-05-30 16:05:48,ISENTO,2019-12-12 00:00:00,113.85,317.85,,,,,,
4622,SANTA BARBARA SEGURANCA ELETRONICA E SERVICOS GERAIS LTDA -,PROSEVIG SERVICOS,J,A,M,7286341000114,DAVID,2016-06-01 10:03:22,"074259601",,,,,,,robson.calado@prosevig.com.br,,
4623,DANIELE SANCHES CERQUEIRA VAZ,DANIELE VAZ,F,A,M,3558965590,MARIO,2016-06-06 16:10:32,ISENTO,,,,,ALBA,2016-06-06 16:25:57,,,
4624,MARCUS VINICIUS DE OLIVEIRA PINTO,MARCUS VINICIUS,F,A,M,3620668507,MARIO,2016-06-06 16:17:55,ISENTO,,,,,,,,,
4625,TELEFÔNICA BRASIL S/A,VIVO - TELEFÔNICA,J,A,M,2558157000162,MARIO,2016-06-08 17:24:52,"108383949112",,,,,ALBA,2016-06-08 17:28:54,,,
4626,CIAPLAST CIA DE PLASTICOS IND E COM,CIAPLAST,J,A,M,2779315000104,DAVID,2016-06-16 09:53:46,"049609477",,,,,,,,,
4627,BRASOFWARE INFORMATICA LTDA,BRASOFTWARE,J,A,M,57142978000105,DAVID,2016-06-16 10:07:56,"546106669110",,,,,,,,,
4628,AMAVIA COSMETICOS IND. E COM LTDA,AMAVIA,J,A,M,13911800000106,DAVID,2016-06-17 10:48:57,"12892549",,,,,,,,,
4629,DELINEAR BAHIA CLUCHERIA LTDA,DELINEAR,J,A,M,10566633000115,DAVID,2016-06-27 10:38:37,"082332697",2020-03-18 00:00:00,2954.73,169531.64,,,,,,
4630,LLS TRANSPORTE E AGENCIAMENTO DE CARGAS LTDA ME,LLS TRANSPORTE,J,A,T,15564129000108,DAVID,2016-06-28 09:35:47,"053240030",,,,,DAVID,2016-06-28 09:35:51,,,
4631,JUDSON NUNES E SILVA,GLOBAL QUADROS ELETRICOS E ARTEFATOS EM,J,A,M,21049035000195,DAVID,2016-07-01 08:14:46,"119609004",,,,,,,,,
4632,DIVISAGLASS LTDA,DIVISAGLASS LTDA,J,A,M,11568211000141,DAVID,2016-07-07 15:03:59,"85684108",,,,,,,,,
4633,TRANSWINTER TRANSPORTE E LOGISTICA LTDA,TRANSWINTER,J,A,M,52105491000309,DAVID,2016-07-11 10:12:06,"029454628",,,,,,,,,
4634,EUROPACKNE NORDESTE IND E COM DE PROD TERMOPLASTIC,EUROPACKNE,J,A,M,7308402000105,CANTONIO,2016-07-11 10:58:03,"66637367",,,-480,,,,compras.europackne@europackne.com.br,,
4635,IDEALVENT COMERCIO EIRELI - ME,IDEAL VENTILADORES,J,A,M,16613581000177,DAVID,2016-07-11 16:36:16,"635718561116",2018-05-30 00:00:00,568,1093,,DAVID,2016-07-11 16:38:33,vendas@idealvent.com.br,,
4636,PAULO CESAR PACHECO DE SANTANA,PAULO CESAR,J,A,M,12518295000171,DAVID,2016-07-20 10:02:30,ISENTO,,,,,,,,"35343800138",
4637,SANDRA COSTA DE SOUZA LOIOLA MOTA,SANDRA MOTA - ALUGUEL ETIQUETA,F,A,M,76984613515,DAVID,2016-07-21 11:27:28,ISENTO,,,,,DAVID,2016-07-21 11:28:17,,,
4638,REDE OK SERVIÇOS DE TECNOLOGIA E CRÉDITO LTDA ME,REDE OK,J,A,M,23236392000198,MARIO,2016-07-21 11:54:46,ISENTO,,,,ALÍQUOTA (%) ISS = 5.,ALBA,2019-02-04 10:25:39,,"53120248",5
4639,JOSEPH ANTOINE TAWIL EPP,HI BRANDS,J,A,M,8903289000160,CANTONIO,2016-08-10 11:23:48,"074336622",,,-627.67,,,,cassia_tommy@hotmail.com,,
4640,FOTOLUX DO BRASIL LTDA,FOTOLUX,J,A,M,18601527000137,DAVID,2016-08-16 09:11:10,"9067023398",,,,,,,,,
4641,SUN CHEMICAL DO BRASIL LTDA,SUNCHEMICAL,J,A,M,1631626000169,DAVID,2016-09-06 13:09:33,"336656682113",2019-11-04 00:00:00,485.71,4808.81,,,,,,
4642,"FUNDAÇÃO BAIANA DE PESQUISA CIENTIFICA E DES.TE, FORNECIMENT",BAHIAFARMA,J,A,M,13078518000190,CANTONIO,2016-09-28 10:01:16,"082188913",,,-540,,,,fernanda.souza@bahiafarma.far.br,,
4643,E&C FESTAS E EVENTOS LTDA ME,CASTELO ENCANTADO,J,A,M,9411797000194,DAVID,2016-09-28 15:38:16,ISENTO,,,,D.BANCÁRIOS: BB - AG:3781-8 C/C:28618-4,ALBA,2016-09-28 16:00:51,,,
4644,MUNDO ELETRICO COMERCIO E REPRESENTACOES LTDA - EPP,MUNDO ELETRICO,J,A,M,1457015000146,DAVID,2016-10-05 09:46:43,"114972190110",,,,,,,vendas1@mundoeletrico.com.br,,
4645,HRH - INFORMÁTICA COMÉRCIO E ASSITÊNCIA TÉCNICA LTDA - ME,HRH - INFORMÁTICA,J,A,M,21443826000103,MARIO,2016-10-17 10:33:13,ISENTO,,,,hil@terra.com.br,ALBA,2016-10-17 10:58:23,,"512.057/001-42",
4646,FARMACIA E LABORATORIO DE MANIPUL MED FREITAS LTDA - EPP,FAMODERMA,J,A,M,42030908000430,CANTONIO,2016-10-18 14:07:47,ISENTO,,,,,,,marcos@farmo.com.br,,
4647,MAXZON PURIFICADORES,MAXZON,E,A,M,21682507000142,DAVID,2016-10-25 10:39:13,"121993032",2017-07-21 00:00:00,465,930,,,,,,
4648,GLORIOSA COMERCIO E CONFECÇOES LTDA,BLUE STORE,J,A,M,13830749000299,CANTONIO,2016-10-25 16:21:31,"008423085",,,-2758.31,,,,financeiro@pizzely.com.br,,
4649,GGS IND COM ESRV LTDA,CASA ESPORTIVA,J,A,M,3230915000181,DAVID,2016-10-31 10:53:12,"51230351",2016-10-31 00:00:00,304,304,,,,,,
4650,AMAZONIA MADEREIRA IND E COM LTDA,AMAZONIA,J,A,M,83043000188,CANTONIO,2016-11-01 12:10:10,"270867732",,,-543.9,,,,amazoniamadeira@ifonet.com.br,,
4651,DOBRACO COM DE FERRO E ACO LTDAEPP,DOBRACO,J,A,M,7185153000108,DAVID,2016-11-08 16:13:00,"065443515",,,,,,,,,
4652,BREMEN SISTEMAS E SERVICOS LTDA EPP,BREMEN SISTEMAS,J,A,M,1794110000135,DAVID,2016-11-17 15:06:31,"253561477",,,,,,,,,
4654,ENTEL COMERCIO E SERVICOS LTDA,ENTEL,J,A,M,13745542000135,DAVID,2016-12-02 16:26:06,"24549790",,,,,,,,,
4655,DIAGNOSTICOS AMERICA SA,DASA,J,A,M,61486650035564,CANTONIO,2016-12-06 11:13:58,ISENTO,,,,,,,,"0010006214",
4656,DISTRIBUIDORA NACIONAL E LIV EVANG DA BAHIA,DISTRIBUIDORA NACIONAL DE ARTIGOS EVANGE,J,A,M,2587823000786,DAVID,2016-12-06 16:22:03,ISENTO,,,,,,,,,
4657,STRAVAGANCIA COMERCIO DE CONFECCOES - EIRELI - ME,STRAVAGANCIA DA MODA,J,A,M,9402655000160,CANTONIO,2016-12-15 09:54:51,"076600940",,,-645,,,,comercial@fresia.com.br,,
4658,MONIQUE DE FRANCA GOMES,MONIQUE,F,A,M,4284945521,MARIO,2016-12-15 16:06:13,ISENTO,,,,,,,,,
4674,BVU TRANSPORTES E LOGISTICA LTDA ME,BVU,E,A,T,18861859000231,DAVID,2017-04-13 16:32:16,"118951285",,,,,DAVID,2018-10-01 14:28:43,comercial@znlog.com.br,,
4675,JCS BRASIL ELETRODOMESTICOS S.A.,JCS BRASIL,J,A,M,3106170000577,CANTONIO,2017-04-26 10:10:45,"111568918",,,-27174.23,,,,vagner.serafim@jcsbrasil.com,,
4686,A10 LOGISTICA E TRANSPORTES EIRELI - EPP,A10LOG,J,A,T,26705966000118,DAVID,2017-05-31 09:01:43,"796530990118",,,,,DAVID,2017-06-14 13:21:34,,,
4692,ACTEGA OVERLAKE VERNIZES GRÁFICOS LTDA.,ACTEGA OVERLAKE,J,A,M,73057986000100,DAVID,2017-07-18 16:57:05,"336389258116",2019-11-04 00:00:00,695.2,6163.74,,DAVID,2019-02-19 10:22:26,Barbara.Silva@altana.com,,
4696,AUTO POSTO PITANGUEIRAS LTDA,AUTO POSTO PITANGUEIRAS,J,A,M,11324160000102,ALBA,2017-08-10 10:06:11,"0",,,,,,,,"0",
4697,"MAQUINARIUM COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE MAQUINAS E",MAQUINARIUM,J,A,M,24376280000103,DAVID,2017-08-22 10:02:01,"636330353118",2017-10-06 00:00:00,989.28,2008.56,,,,barbara@maquinarium.com.br,,
4717,FYCOM TECNOLOGIA LTDA - EPP,FYCOM,J,A,M,24511865000180,DAVID,2017-09-28 16:58:35,"131663866",,,,,,,,,
4738,MARCELO FERRAZ NASCIMENTO -ME,MARCELO FERRAZ,J,A,M,14813257000177,ALBA,2017-12-12 11:03:38,ISENTO,,,,,,,,"02938300148",
4739,HUBERGROUP BRASIL TINTAS GRAFICAS LTDA,HUBERGROUP BRASIL,J,A,M,7672995000186,DAVID,2017-12-12 13:55:41,"635526290118",,,,,,,,,
4762,JONATAN DOS SANTOS GOMES,JONATAN DOS SANTOS GOMES,F,A,M,7580137526,ALBA,2018-03-21 15:43:30,ISENTO,,,,,,,,,
4763,ANTONIO CARLOS DO NASCIMENTO CONCEIÇÃO.,ANTONIO CARLOS DO NASCIMENTO CONCEIÇÃO.,F,A,M,1997782561,ALBA,2018-03-21 15:45:20,ISENTO,,,,,,,,,
4764,FABRICIO PRAZERES REIS,NULLAN - FABRICIO PRAZERES REIS,J,A,M,23996537000159,MARIO,2018-03-22 16:55:45,ISENTO,,,,,ALBA,2018-03-23 16:13:51,,,
4766,HIDROCLEAN SERVIÇOS AMBIENTAIS LTDA ME,HIDROCLEAN SERVIÇOS AMBIENTAIS,J,A,M,5843383000264,ALBA,2018-03-26 09:23:17,ISENTO,,,,,,,,"0010013355",
4774,LOJAS AMERICANAS,LOJAS AMERICANAS,J,A,M,33014556060687,ALBA,2018-05-08 10:16:16,"80667481",,,,,,,,,
4777,CREA - CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DA BAHIA,CREA - BA,J,A,M,15233026000157,ALBA,2018-05-14 11:26:02,"0",,,,,,,,"0",
4778,M J DE SANTANA TECNOLOGIA EIRELI -ME,M J DE SANTANA TECNOLOGIA,J,A,M,18575745000144,ALBA,2018-05-14 11:55:25,ISENTO,,,,,,,,,
4784,HONEYWELL INDUSTRIA DE TECNOLOGIA LTDA,HONEYWELL,J,A,M,954716000128,DAVID,2018-05-28 10:02:53,"796505513110",,,,,,,,,
4785,MAGAZINE LUIZA SA,MAGAZINE LUIZA,J,A,M,47960950091330,DAVID,2018-06-01 14:01:40,"0402992109650",2018-06-01 00:00:00,1599,1599,,,,,,
4812,COMERCIAL SOUSA DIST DE MAT ELETRICO LTDA,BAHIATECH,J,A,M,12341222000157,DAVID,2018-09-04 10:24:05,"89480146",2019-11-13 00:00:00,1646.28,2081.44,,,,,,
4834,ANDRÉ SANTOS CARLOS,ANDRÉ SANTOS CARLOS,F,A,M,3898621502,ALBA,2018-11-16 10:45:45,ISENTO,,,,,,,,,
4840,VIACAO JEQUIE CIDADE SOL LTDA,CIDADE DO SOL,J,A,T,14602189000105,DAVID,2018-12-14 10:09:44,"025952359",,,,,,,,,
4856,TERWAL MAQUINAS LTDA,TERWAL MAQUINAS,J,A,M,15103070000576,DAVID,2019-02-18 14:38:35,"057542232",2019-02-18 00:00:00,1019.42,1019.42,,,,,,
4857,INTEGRA COM.SUPRIMENTOS E TECNOLOGIA EM INFORMATICA,INTEGRA COM.SUPRIMENTOS E TECNOLOGIA,J,A,M,32456448000100,ALBA,2019-02-19 11:19:16,ISENTO,,,,,,,,"67198800129",
4670,MEIO NORTE TRANSPORTES DE CARGAS E SERVICOS LTDA - ME,VTRANS,J,A,T,23603668000129,CANTONIO,2017-03-23 08:22:11,ISENTO,,,,,CANTONIO,2017-03-23 08:29:03,transmeionorte@gmail.com,,
4671,KC COMERCIO DE PRODUTOS DE LIMPEZA LTDA - EPP,KC COMERCIO,J,A,M,11881119000137,DAVID,2017-03-23 09:34:06,"087178261",,,-3849.65,,,,kelmo@ig.com.br,,
4672,BAHIA SERVICOS DE SAUDE S/A,HOSPITAL DA CIDADE,J,A,M,3376102000102,MARIO,2017-03-30 13:55:37,ISENTO,,,,,,,karine.medeiros@promedica.com.br,,
4684,HEMOCENTER  LABORATORIO ANALISES CLINICA,HEMOCENTER,J,A,M,1623611000159,CANTONIO,2017-05-17 11:59:19,ISENTO,,,-754,,CANTONIO,2017-05-17 12:08:28,compras@meddi.com.br,,
4687,VOGA QUIMICA LDA,VOGA QUIMICA,J,A,M,9632195000167,DAVID,2017-06-13 16:49:17,"77500095",,,,,,,,,
4694,EUVALDO AMORIM DE AMEIDA,EUVALDO,F,A,M,7377657553,DAVID,2017-08-02 09:31:10,ISENTO,,,,,,,,,
4699,MOVIDA LOCAÇÃO DE VEÍCULOS S.A,MOVIDA,J,A,M,7976147002538,ALBA,2017-08-23 15:07:25,ISENTO,,,,,,,,,
4700,AZUL LINHAS AEREAS BRASILEIRAS S/A,AZUL LINHAS AEREAS,J,A,M,9296295000160,ALBA,2017-08-23 15:37:39,ISENTO,,,,,,,,,
4701,BAHIAGRASS COMÉRCIO DE GRAMAS LIMITADA ME,BAHIAGRASS,J,A,M,2542795000195,ALBA,2017-08-29 14:53:25,"048698906 PP",,,,,,,,,
4702,BOSQUE COMÉRCIO DE PLANTAS LTDA - ME,BOSQUE COM. PLANTAS,J,A,M,13202593000110,ALBA,2017-08-29 14:57:27,"092099654 PP",,,,,,,,,
4703,POSTO BIKE LTDA,POSTO BIKE,J,A,M,22077084000102,ALBA,2017-08-29 15:00:23,"123392749 NO",,,,,,,,,
4704,KANAYANA SUSHI LTDA - EPP,TEMAKERIA E CIA,J,A,M,13312700000163,ALBA,2017-08-29 15:03:05,"143021473118",,,,,ALBA,2017-08-29 15:05:53,,"42468507",
4705,LANCHONETE CHARME DO LIMÃO LTDA - ME,LANCHONETE CHARME DO LIMÃO,J,A,M,22306731000100,ALBA,2017-08-29 15:07:36,"144504877119",,,,,,,,,
4706,AUTO POSTO PRISCILA LTDA,AUTO POSTO PRISCILA,J,A,M,1460726000170,ALBA,2017-08-29 15:10:16,"336438081119",,,,,,,,"86826",
4707,CANAL 10 LANCHES LTDA - ME,CANAL 10 LANCHES,J,A,M,62773569000147,ALBA,2017-08-29 15:11:47,"112657446110",,,,,,,,,
4708,CLAUDEMIR R BENEVENTO,CLAUDEMIR,J,A,M,60354032000117,ALBA,2017-08-29 15:13:28,"421005228110",,,,,,,,,
4709,RESTAURANTE VERANO LTDA - EPP,SERTANEJO,J,A,M,4614148000177,ALBA,2017-08-29 15:46:20,"55943095 PP",,,,,,,,,
4710,ICH ADMINISTRAÇÃO DE HOTEIS SA,ICH,J,A,M,2584924002585,ALBA,2017-08-29 15:48:59,ISENTO,,,,,,,,"000017658",
4711,UBER DO BRASIL TECNOLOGIA LTDA,UBER,J,A,M,17895646000187,ALBA,2017-08-29 16:00:51,ISENTO,,,,,,,,,
4712,MARCELO CRUZ SANTOS - ME,TRONIC RECARGAS,J,A,M,25104370000108,DAVID,2017-09-12 11:19:46,ISENTO,,,,,,,,,
4741,CINE FILMES LTDA - ME,CINE FILMES LTDA - ME,J,A,M,2120825000175,CANTONIO,2017-12-19 08:08:45,ISENTO,,,-1726.08,,,,cinestar2@hotmail.com,,
4743,JIREH DIST E VAREJISTA EM AR CONDICONADO,CENTRALTEC,J,A,M,5470488001106,DAVID,2017-12-21 15:11:15,"162133421",2018-01-03 00:00:00,7167.9,7167.9,,,,,,
4749,PREMIUM PRODUCOES CRIACOES ARTISTICAS E EVENTOS,PREMIUM ENTRETENIMENTO,J,A,M,2244972000157,CANTONIO,2018-01-23 13:40:27,ISENTO,,,-88.93,,,,camilla.lanza@premiumentretenimento.com.br,,
4759,INDUSTRIA E COM DE ULT SM L,ALUMINOS NOBRE,J,A,M,14183251000163,DAVID,2018-02-26 08:23:19,"09849749",,,-851.98,,CANTONIO,2018-03-09 09:44:41,sac@aluminionobre.com.br,,
4771,FRIGORIFICO TOSCANA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,FRIGORIFICO TOSCANA,J,A,M,23198335000161,DAVID,2018-04-19 14:18:12,"127124021",,,,,,,,,
4780,BAIANA MEDICAMENTOS LTDA,BAIANA,J,A,M,5431013000139,DAVID,2018-05-17 10:02:39,"58940860",,,,,,,,,
4787,GABRIEL GOMES VIANA,GABRIEL GOMES VIANA,F,A,M,7483136561,ALBA,2018-06-05 13:33:36,ISENTO,,,,,,,,,
4791,E A DA SILVA,LITORAL SOM E ACESSORIOS,J,A,M,2450121000160,DAVID,2018-06-08 08:59:44,"76655339",2018-06-08 00:00:00,130,130,,,,,,
4796,ARROW ECS BRASIL DISTRIBUIDORA LTDA,ARROW ECS,J,A,M,10646995000116,PATRICIA,2018-06-26 16:54:55,ISENTO,,,,,,,,,
4797,HANDYTECH INFORMATICA E ELETRONICA LTDA,HANDYTECH,J,A,M,904969000600,DAVID,2018-07-12 13:33:46,"135380848",2019-07-22 00:00:00,815.52,7569.96,,,,lojalauro2@handytech.com.br,,
4798,TRANSPARALELA CLINICA DO TRANSITO DA PARALELA LTDA - ME,TRANSPARALELA,J,A,M,22902481000163,PATRICIA,2018-07-12 15:32:44,ISENTO,,,,,,,,,
4808,CENTRAL DE SUPRIMENTOS COMERCIO DE MATERIAL ELETRICO LTDA,CENTRAL DE SUPRIMENTOS,J,A,M,3644826000181,DAVID,2018-08-08 10:42:09,"096648155",2018-08-15 00:00:00,558.77,558.77,,DAVID,2018-08-08 10:44:40,orlando@centralmro.com.br,,
4814,ALEX DE JESUS BARBOSA,ALEX DE JESUS BARBOSA,F,A,M,83100008553,ALBA,2018-09-06 09:24:38,ISENTO,,,,,,,,,
4815,VICTOR HUGO LIMA CERQUEIRA,VICTOR HUGO LIMA CERQUEIRA,F,A,M,7605736541,ALBA,2018-09-06 09:26:42,ISENTO,,,,,,,,,
4820,ENCOMENDAS E TRANSPORTES DE CARGAS PONTUAL LTDA,PONTUAL,J,A,T,1253053000187,DAVID,2018-09-19 08:13:56,ISENTO,,,,,,,,,
4828,SERGIO LUIZ REIS OLLANDEZOS,SERGIO LUIZ REIS OLLANDEZOS,J,A,M,30589189000160,ALBA,2018-10-16 11:24:31,ISENTO,,,,,,,,"64237500141",
4848,FILHO & FILHA COM.DE CALCADOS LTDA,BORGES CALCADOS,J,A,M,5944416000181,CANTONIO,2019-01-28 16:44:12,"062645811",,,-1632,,CANTONIO,2019-01-28 16:57:58,borgescalcados@yahoo.com.br,,
4865,HOSPITAL SAO RAFAEL S.A,HOSPITAL SAO RAFAEL S.A,J,A,M,27372066000169,DAVID,2019-04-11 09:57:20,ISENTO,,,,,,,,,
4866,SUCESSO COM E IND EIRELI,SUCESSO COM,J,A,M,22273091000171,DAVID,2019-04-11 10:16:51,"124049541",,,,,,,,,
4867,JOSE TORRES DA SILVA FILHO E CIA LTDA,AFRO BAHIA,J,A,M,42147025000162,CANTONIO,2019-04-12 15:04:55,"61836947",,,-977,,,,afroba@bol.com.br,,
4677,CELSO SOUZA OLIVEIRA,CELSO OLIVEIRA,F,A,M,2555049509,MARIO,2017-05-05 11:29:51,ISENTO,,,,,ALBA,2017-05-05 11:42:45,,,999
4678,JOSÉ AILTON ASSUNÇÃO DOS SANTOS,JOSÉ AILTON ASSUNÇÃO DOS SANTOS,F,A,M,3321430584,MARIO,2017-05-05 11:32:38,ISENTO,,,,,ALBA,2020-01-27 16:04:22,,,999
4679,JOÃO PAULO SANTOS BARBOSA,JOÃO PAULO SANTOS BARBOSA,F,A,M,4069125566,MARIO,2017-05-05 11:34:45,ISENTO,,,,,ALBA,2020-01-27 16:04:36,,,999
4680,ANDRÉ LUIZ RIBEIRO DANTAS,ANDRÉ LUIZ DANTAS,F,A,M,3306004510,MARIO,2017-05-05 11:37:06,ISENTO,,,,,ALBA,2017-05-05 11:42:29,,,999
4693,CEMISE CENTRO DE MEDICINA INTEGRADA,CEMISE,J,A,M,16456022000109,CANTONIO,2017-07-27 09:30:31,ISENTO,,,,,,,george@cemise.com.br,,
4713,FORTLEV IND E COM DE PLASTICOS,FORTLEV,J,A,M,10921911000105,DAVID,2017-09-18 17:14:28,"083289587",,,,,,,,,
4729,LALUA COM DE MODAS LTDA,LALUA,J,A,M,10436619000105,DAVID,2017-11-10 13:49:56,"78752203",,,,,,,,,
4733,MAG SAC EMBALAGENS LTDA,MAGSAC,J,A,M,26011559000100,DAVID,2017-11-21 14:33:11,"606179461115",2020-02-28 00:00:00,5453.76,44320.43,,,,,,
4734,REDE BRASILEIRA DE DIAGNOSTICOS SPE S.A.,REDE BRASILEIRA DE DIAGNOSTICOS,J,A,M,21164511000119,CANTONIO,2017-11-29 09:12:46,ISENTO,,,-1784,,,,jose.conceicao@rbdimagem.com.br,,
4744,GAZIN INDUSTRIA DE COLCHOES LTDA.,COLCHOES GAZIN,J,A,M,28411905000173,CANTONIO,2017-12-22 11:13:24,ISENTO,,,-3619.91,,,,franciele.bessa@gazin.com.br,,
4745,DELLA VIA PNEUS LTDA,DELLAVIA PENUS,J,A,M,60957784009390,DAVID,2017-12-27 10:26:11,"130563769",2020-02-12 00:00:00,1695.54,2979.22,,,,,,
4750,FIOTEC - FUND DESEN CIENTIFICO E TECNO,FIOTEC,J,A,M,2385669000174,CANTONIO,2018-01-23 14:07:32,"77469770",,,-1069.45,,CANTONIO,2018-01-23 14:13:50,lccampos@bahia.fiocruz.com.br,,
4760,MAGAZINE LUIZA S/A,MAGAZINE LUIZA,J,A,M,47960950090449,DAVID,2018-03-13 10:25:22,"162187734",2018-03-13 00:00:00,2499.89,2499.89,,,,,,
4765,BOX OITO COMERCIO E DISTRIBUICAO LTDA - ME,BOX OITO,J,A,M,13553989000102,DAVID,2018-03-23 16:24:18,"019834339",,,,,,,adm@boxoito.com.br,,
4767,SENDAS DISTRIBUIDORA S/A,SENDAS DISTRIBUIDORA S/A,J,A,M,6057223032456,ALBA,2018-04-06 10:35:06,"000133122260",,,,,,,,,
4770,VEMAX MÁQUINAS S/A,VEMAX,J,A,M,59270512000110,ALBA,2018-04-11 09:43:40,"708035565113",2020-02-20 00:00:00,141.1,131141.1,,,,,,
4776,E-COMMERCE,E-COMMERCE,J,A,M,16147753000164,DANIELE,2018-05-11 11:44:45,ISENTO,,,,,,,,,
4781,PSH PROD. E SERV. HOSPITALARES LTDA,PSH,J,A,M,3008929000155,DAVID,2018-05-24 08:47:24,"50714102",,,-1609.92,,,,robson.araujo@pshnutri.com.br,,
4782,VIVANTE S.A.,VIVANTE S.A.,J,A,M,2386450002729,DAVID,2018-05-24 09:01:13,ISENTO,,,-234,,DAVID,2018-05-29 08:27:46,lmarinho@dalkia.com.br,,
4783,FACCHINI S.A,FACCHINI,J,A,M,3509978002620,DAVID,2018-05-24 14:40:05,"77063803",2018-05-24 00:00:00,8800,8800,,,,,,
4802,RODRIGO FARIAS CARVALHO DE SOUZA - ME,RODRIGO FARIAS CARVALHO DE SOUZA,J,A,M,17575743000192,DAVID,2018-07-25 14:27:30,"106895849",2018-08-07 00:00:00,631.5,1469,,ALBA,2019-03-11 15:08:28,,,
4816,IMS LOCAÇÃO DE EQUIP EIRELI ME,LOCAMAQ,J,A,M,21600768000176,DAVID,2018-09-06 10:46:06,ISENTO,,,,,,,locamaq-ims@hotmail.com,,
4818,TRANSWINTER TRANSPORTE E LOGISTICA LTDA,TRANSWINTER,J,A,T,52105491000139,DAVID,2018-09-10 10:28:36,"110816120115",,,,,DAVID,2018-09-10 10:36:51,faturamento@transwinter.com.br,,
4821,GIMENEZ SERVIÇOS DE OBRAS EIRELI,GIMENEZ - CASTELO ENCANTADO,J,A,M,30469097000147,ALBA,2018-09-24 16:31:44,ISENTO,,,,,,,,"0010029824",
4830,NET GRAFICA E EDITORA LTDA,NET GRAFICA E EDITORA LTDA,J,A,M,19278541000104,ALBA,2018-10-23 10:58:18,ISENTO,,,,,,,,,
4855,RAUL DOS SANTOS ARAUJO,RAUL,F,A,M,1490139575,CANTONIO,2019-02-11 08:57:41,ISENTO,,,,BRADESCO - AG:3673-0 C/C:0035613-1,ALBA,2019-12-06 09:17:10,,,
4862,GOL LINHAS AEREAS S.A.,GOLLOG,J,A,T,7575651000744,DAVID,2019-04-03 13:24:32,"072679058",,,,,,,qbafs@voegol.com.br,,
4864,ANDREA LIMA DE FIGUEIREDO,ANDREA,F,A,M,88837424515,PATRICIA,2019-04-11 08:47:13,ISENTO,,,,,,,,,
4874,DUAL COMÉRCIO E SERVIÇOS EIRELI,DUAL COMÉRCIO E SERVIÇOS EIRELI,J,A,M,12442320000180,ALBA,2019-05-17 10:07:42,ISENTO,,,,,,,,"35161900184",
4875,AMD - COMÉRCIO DE ROUPAS LTDA,CAMISARIA AMD - COMÉRCIO DE ROUPAS,J,A,M,7402825003369,ALBA,2019-05-21 14:50:06,"79838342",,,,,,,,,
4660,ELLEN GOELZER,ELLEN GOELZER,F,A,M,1345762500,MARIO,2016-12-27 10:27:35,ISENTO,,,,,,,,,999
4669,PERFIL INDÚSTRIA DE FACAS ROTATIVAS - EIRELI.,PERFIL INDÚSTRIA DE FACAS ROTATIVAS - EI,J,A,M,55760417000144,DAVID,2017-03-15 13:10:31,"116365635119",2020-03-18 00:00:00,596,94892.55,FISCAL:ROSANGELA (11) 3055-6565.,ALBA,2020-03-12 10:42:11,fiscal@perfilfacas.com.br,,
4691,D E EXTINTORES COMÉRCIO E SERVIÇOS LTDA.,D E EXTINTORES,J,A,M,,MARIO,2017-07-18 10:21:55,ISENTO,,,,,,,,"0010018502",1
4715,PATRICIA VITORIA G. NOVAIS,PATRICIA VITORIA G. NOVAIS,F,A,M,56752571520,ALBA,2017-09-20 09:40:49,ISENTO,,,,,ALBA,2020-01-27 16:06:15,,,
4718,LOJAS RIACHUELO SA,LOJAS RIACHUELO,J,A,M,33200056008557,ALBA,2017-10-05 14:38:18,"089848922",,,,,,,,"0",
